iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
2545	Tikonov	102.838	-42.217	1,1,0	CC,Tikonov Commonality,Region 7,Major Capital	CC	Capellan Confederation	Capellan Confederation	3	Major Industrial	Regional Capital	Capellan ConfederationMajor Industrial	Capellan ConfederationRegional Capital	Regional Capital, Major Industrial	1	Capital-3	1	Standard-2	0	None	0	None	0	None	1 Capital-3, 1 Standard-2	10	No Center	80
2546	Timbiqui	-333.734	-59.235	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2547	Timbuktu	-446.638	154.763	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2548	Timehri	-261.075	297.219	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2549	Timkovichi	-198.246	246.040	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2550	Tinaca	70.577	273.723	1,1,0	DC,Rasalhague Military District,Alshain Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2551	Tintavel	-98.381	-243.791	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2552	Tirabad	339.017	-389.933	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2553	Tiruchchirappalli	385.115	-257.922	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2554	Tiruppur	-306.073	162.799	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2555	Tishomingo	315.617	46.219	1,1,0	FS,Draconis March,Robinson Operational Area,Dahar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2556	Tiskilwa	213.768	-90.261	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2557	Toffen	41.613	221.742	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2558	Togura	224.362	153.501	1,1,0	DC,Galedon Military District,Oshika Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2559	Togwotee	-196.450	-48.902	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2560	Tohelet	-292.893	-263.992	1,1,0	FWL,Rim Commonality	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2561	Tok Do	94.821	178.989	1,1,0	DC,Benjamin Military District,Benjamin Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2562	Toland	-115.773	431.382	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2563	Tomans	-50.931	222.258	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2564	Tongatapu	-171.248	-141.356	1,1,0	FWL,Marik Commonwealth	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2565	Tordenskjold	-231.688	544.393	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2566	Torgvei	-438.578	379.833	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2567	Tormentine	-380.518	-158.529	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2568	Torrence	289.510	-130.880	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2569	Tortuga Prime	664.715	-233.487	1,1,0	TD,Faction Capital	TD	Tortuga Dominions	Tortuga Dominions		Other	Other	Tortuga DominionsOther	Tortuga DominionsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2570	Toten	567.997	92.895	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2571	Totness	664.937	171.242	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2572	Tottori	430.696	265.006	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2573	Tovetin	36.998	426.239	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2574	Towne	69.265	7.961	1,1,0	FS,Draconis March,Robinson Operational Area,Addicks PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2575	Trasjkis	-434.348	-191.899	1,1,0	IP	IP	Illyrian Palatinate	Illyrian Palatinate		Other	Other	Illyrian PalatinateOther	Illyrian PalatinateOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2576	Traussin	358.271	-318.857	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2577	Treeline	-111.711	405.264	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2578	Trell	-113.976	386.942	1,1,0	LC,Tamar Pact,Trellshire,Minor Capital	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2579	Trellisane	-251.263	-55.107	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2580	Trent	-131.829	58.113	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2581	Trentham	-310.742	342.974	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2582	Tresspass	525.909	266.217	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2583	Triesting	-350.486	189.435	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2584	Trimaldix	571.729	131.737	1,1,0	OA,Baliggora Province	OA	Outworlds Alliance	Outworlds Alliance		Other	Other	Outworlds AllianceOther	Outworlds AllianceOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2585	Trinidad	-226.980	-172.210	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2586	Tripoli	199.553	52.938	1,1,0	DC,Benjamin Military District,Irurzun Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2587	Trolloc Prime	33.585	171.080	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2588	Trondheim	72.640	405.242	1,1,0	DC,Rasalhague Military District,Trondheim Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2589	Trondheimal	-424.256	-187.770	1,1,0	IP	IP	Illyrian Palatinate	Illyrian Palatinate		Other	Other	Illyrian PalatinateOther	Illyrian PalatinateOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2590	Truth	78.315	-159.326	1,1,0	CC,Sarna Commonality,Region 7	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2591	Trznadel Cluster	-159.788	-458.649	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2592	Tsamma	447.964	-44.769	1,1,0	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2593	Tsarahavana	-353.152	301.610	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2594	Tsinan	-243.235	206.489	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2595	Tsingtao	93.311	-155.163	1,1,0	CC,Sarna Commonality,Region 7	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2596	Tsitsang	51.950	-108.578	1,1,0	CC,Sarna Commonality,Region 1	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2597	Tsukude	20.153	119.374	1,1,0	DC,Dieron Military District,Vega Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2598	Tuamotu	-235.214	-185.686	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2599	Tuat	113.043	290.880	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2600	Tukayyid	-4.431	210.420	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2601	Turin	21.186	-367.858	1,1,0	CC,Sian Commonality,Region 13	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2602	Turinge	-160.572	96.887	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2603	Turkalia	303.886	25.228	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2604	Turko	160.034	-190.205	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2605	Turov	-317.217	-221.731	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2606	Turtle Bay	152.752	400.905	1,1,0	DC,Pesht Military District,Albiero Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2607	Tuscarawas	258.234	308.429	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2608	Twycross	-108.349	365.246	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth	2	Minor Industrial	Other	Lyran CommonwealthMinor Industrial	Lyran CommonwealthOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
2609	Tybalt	89.951	-20.467	1,1,0	CC,Tikonov Commonality,Region 6	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2610	Tylarzka	-294.391	-16.812	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2611	Tyrlon	115.752	-446.465	1,1,0	AuC	AuC	Aurigan Coalition	Aurigan Coalition		Other	Other	Aurigan CoalitionOther	Aurigan CoalitionOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2612	Ubangi	-383.648	412.593	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2613	Udibi	316.132	69.750	1,1,0	FS,Draconis March,Robinson Operational Area,Dahar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2614	Ueda	-14.044	207.934	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2615	Ugland	557.628	107.976	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2616	Uhuru	-139.065	-12.459	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2617	Ukunela	-282.640	85.277	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2618	Ulan Batar	126.566	-74.405	1,1,0	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2619	Ulan Bator	35.922	-139.402	1,1,0	CC,Sarna Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2620	Ullieri	-31.407	-306.171	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2621	Ulsan	194.568	275.084	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2622	Ulubis	562.016	230.608	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2623	Ulvskollen	582.383	-207.234	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2624	Ulysses	413.325	-17.623	1,1,0	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2625	Umgard	124.332	-419.083	1,1,0	AuC	AuC	Aurigan Coalition	Aurigan Coalition		Other	Other	Aurigan CoalitionOther	Aurigan CoalitionOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2626	Umijiri	123.809	106.452	1,1,0	DC,Benjamin Military District,Proserpina Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2627	Umka	-129.747	-361.421	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2628	Undra	113.556	-116.101	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2629	Unity	224.628	287.396	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2630	Unkador	369.847	-77.834	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2631	Untran	43.559	-421.610	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2632	Unukalhai	-46.273	69.750	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2633	Unzmarkt	-0.006	364.943	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2634	Upano	-219.448	192.276	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2635	Uravan	75.828	-263.872	1,1,0	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
2636	Urich	429.351	18.825	1,1,0	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
